Number: 1 371;No;Name;TypeNo;VolVehPrT(AP);SS,VolVehPrT(AP);VolVeh_nad 3,5 t (AP);SS,VolVeh_nad 3,5 t (AP);WKTPolyWGS84
1331;53651;;31;3051;2175;26;24;LINESTRING(14.7171 50.0941,14.7189 50.0951,14.7227 50.0975,14.7244 50.0972,14.7248 50.0987)
1332;53652;;31;1736;1033;17;24;LINESTRING(14.7308 50.1040,14.7294 50.1037,14.7273 50.1027,14.7261 50.1018,14.7250 50.0997,14.7248 50.0987)
1333;61022;;94;27712;21831;4780;3448;LINESTRING(14.5883 50.1154,14.5893 50.1170)
1334;61071;;27;12429;24117;958;2804;LINESTRING(14.6314 49.9778,14.6344 49.9790,14.6359 49.9801,14.6365 49.9813,14.6372 49.9834)
1335;61072;;27;13843;24199;1043;2804;LINESTRING(14.6390 49.9853,14.6379 49.9844,14.6372 49.9834)
1336;61073;;33;5546;7912;68;43;LINESTRING(14.6425 49.9885,14.6433 49.9884,14.6444 49.9889,14.6477 49.9896,14.6494 49.9898)
1337;61074;;33;6637;9521;84;79;LINESTRING(14.6507 49.9906,14.6494 49.9898)
1338;61075;;31;8482;9781;79;41;LINESTRING(14.6571 49.9916,14.6554 49.9917,14.6539 49.9915,14.6536 49.9911,14.6530 49.9909,14.6519 49.9911)
1339;61076;;31;6968;9578;83;79;LINESTRING(14.6507 49.9906,14.6519 49.9911)
1340;61077;;31;3387;3126;19;40;LINESTRING(14.6490 49.9955,14.6519 49.9911)
1341;61078;;30;1268;1609;19;36;LINESTRING(14.6436 49.9791,14.6455 49.9809,14.6461 49.9816,14.6485 49.9839,14.6490 49.9852,14.6483 49.9868,14.6484 49.9875,14.6494 49.9898)
1342;61079;;31;78;247;0;0;LINESTRING(14.6382 49.9777,14.6386 49.9780,14.6397 49.9785,14.6402 49.9787,14.6432 49.9790,14.6436 49.9791)
1343;61080;;31;3405;630;395;26;LINESTRING(14.6382 49.9777,14.6374 49.9781,14.6360 49.9792,14.6346 49.9805,14.6339 49.9806)
1344;61081;;31;1413;82;85;0;LINESTRING(14.6339 49.9806,14.6334 49.9807,14.6332 49.9809,14.6332 49.9811,14.6334 49.9812,14.6336 49.9813,14.6342 49.9812,14.6348 49.9812,14.6351 49.9813,14.6354 49.9819,14.6356 49.9822,14.6359 49.9825,14.6364 49.9829,14.6366 49.9831,14.6368 49.9833,14.6370 49.9834,14.6372 49.9834)
1345;61082;;31;2176;751;310;26;LINESTRING(14.6314 49.9778,14.6312 49.9780,14.6314 49.9781,14.6316 49.9782,14.6324 49.9785,14.6328 49.9786,14.6330 49.9789,14.6332 49.9800,14.6332 49.9801,14.6335 49.9803,14.6338 49.9804,14.6339 49.9806)
1346;61083;;31;2936;325;394;26;LINESTRING(14.6407 49.9750,14.6395 49.9757,14.6393 49.9762,14.6382 49.9777)
1347;61085;;30;9827;6402;1789;1597;LINESTRING(14.6130 49.9727,14.6190 49.9688)
1348;61092;;34;1951;1048;283;49;LINESTRING(14.6407 49.9750,14.6415 49.9752,14.6426 49.9753,14.6440 49.9753,14.6445 49.9755)
1349;61093;;34;1191;1362;19;36;LINESTRING(14.6445 49.9755,14.6444 49.9758,14.6444 49.9763,14.6445 49.9780,14.6444 49.9784,14.6436 49.9791)
1350;61116;;27;9563;0;409;0;LINESTRING(14.6832 50.0226,14.6846 50.0235,14.6855 50.0245,14.6869 50.0256,14.6897 50.0268,14.6910 50.0272)
1351;61118;;30;1924;1360;69;27;LINESTRING(14.6901 50.0137,14.6906 50.0160,14.6888 50.0189)
1352;61119;;30;3736;1217;84;17;LINESTRING(14.6832 50.0226,14.6849 50.0211,14.6877 50.0193,14.6888 50.0189)
1353;61121;;31;736;770;0;6;LINESTRING(14.7020 50.0033,14.7040 50.0043,14.7059 50.0043,14.7080 50.0042,14.7092 50.0051,14.7097 50.0056,14.7112 50.0054,14.7117 50.0057,14.7123 50.0064,14.7133 50.0074,14.7140 50.0075,14.7144 50.0078)
1354;61122;;31;2728;2289;31;58;LINESTRING(14.7144 50.0078,14.7127 50.0082,14.7094 50.0083,14.7076 50.0091,14.7055 50.0097,14.7039 50.0098,14.7031 50.0103,14.7012 50.0138,14.7014 50.0146,14.7010 50.0147,14.6994 50.0147)
1355;61123;;31;1369;1999;14;80;LINESTRING(14.6901 50.0137,14.6927 50.0141,14.6946 50.0139,14.6962 50.0142,14.6977 50.0147,14.6994 50.0147)
1356;61124;;31;2807;1179;30;23;LINESTRING(14.6994 50.0147,14.6979 50.0150,14.6957 50.0162,14.6954 50.0165,14.6949 50.0170,14.6941 50.0171,14.6933 50.0175,14.6933 50.0179)
1357;61125;;31;995;1322;16;33;LINESTRING(14.6910 50.0272,14.6926 50.0258,14.6933 50.0245,14.6935 50.0231,14.6935 50.0222,14.6944 50.0204,14.6944 50.0198,14.6933 50.0179)
1358;61126;;31;1472;1322;23;33;LINESTRING(14.6872 50.0377,14.6875 50.0368,14.6874 50.0364,14.6873 50.0351,14.6878 50.0340,14.6893 50.0321,14.6898 50.0314,14.6896 50.0307,14.6899 50.0285,14.6910 50.0272)
1359;61127;;31;1812;620;15;11;LINESTRING(14.6888 50.0189,14.6897 50.0190,14.6925 50.0182,14.6933 50.0179)
1360;61170;;83;1007;1017;2;6;LINESTRING(14.6220 50.0168,14.6258 50.0145)
1361;61171;;83;572;537;8;1;LINESTRING(14.6258 50.0145,14.6295 50.0144)
1362;61172;;83;1082;1003;11;3;LINESTRING(14.6323 50.0158,14.6295 50.0144)
1363;61175;;81;1827;2871;8;30;LINESTRING(14.6220 50.0168,14.6213 50.0159,14.6213 50.0156)
1364;61176;;81;1276;2457;11;32;LINESTRING(14.6242 50.0123,14.6228 50.0129,14.6226 50.0131,14.6226 50.0132,14.6227 50.0133,14.6231 50.0138,14.6231 50.0140,14.6226 50.0147,14.6213 50.0156)
1365;61536;;27;7457;12357;601;1836;LINESTRING(14.5050 49.9714,14.5033 49.9721,14.5002 49.9768)
1366;61537;;27;13877;12357;2101;1836;LINESTRING(14.4984 49.9795,14.5002 49.9768)
1367;61539;;27;6421;0;1501;0;LINESTRING(14.5084 49.9640,14.5073 49.9649,14.5061 49.9654,14.5047 49.9655,14.5035 49.9658,14.5027 49.9665,14.4998 49.9702)
1368;61540;;27;6421;0;1501;0;LINESTRING(14.5002 49.9768,14.4980 49.9761,14.4972 49.9754,14.4970 49.9745,14.4972 49.9737,14.4998 49.9702)
1369;61559;Kutnohorská;75;17075;14846;1818;2120;LINESTRING(14.5739 50.0479,14.5695 50.0504)
1370;61560;Kutnohorská;75;17342;15246;1729;2148;LINESTRING(14.5670 50.0518,14.5695 50.0504)
1371;61563;;75;956;838;156;85;LINESTRING(14.5695 50.0504,14.5691 50.0500,14.5689 50.0476)
